"Dato";"Tekst";"Beløb";"Saldo";"Status";"Afstemt"
"10.04.2012";"Lemontblanc        87290";"-104,00";"30.526,41";"Udført";"Nej"
"10.04.2012";"Irma Oslo Plads    94619";"-358,00";"30.168,41";"Udført";"Nej"
"10.04.2012";"Vedels             81598";"-117,00";"30.051,41";"Udført";"Nej"
"10.04.2012";"FOCUS ØSTER FARIMA 19127";"-40,90";"30.010,51";"Udført";"Nej"
"10.04.2012";"E BILLET A/S       41043";"-156,60";"29.853,91";"Udført";"Nej"
"10.04.2012";"CINEMAXX FISKETORV 10112";"-64,94";"29.788,97";"Udført";"Nej"
"10.04.2012";"Baresso Coffee A/S 17684";"-187,00";"29.601,97";"Udført";"Nej"
"10.04.2012";"onfone.dk          57376";"-100,00";"29.501,97";"Udført";"Nej"
"10.04.2012";"FOCUS ØSTER FARIMA 20119";"-176,65";"29.325,32";"Udført";"Nej"
"10.04.2012";"gratisdns.dk       85888";"-100,55";"29.224,77";"Udført";"Nej"
"10.04.2012";"Melausmykker.dk";"-90,00";"29.134,77";"Udført";"Nej"
"10.04.2012";"Reinh. van Hauen   32350";"-46,95";"29.087,82";"Udført";"Nej"
"10.04.2012";"Irma Oslo Plads    60929";"-653,50";"28.434,32";"Udført";"Nej"
"10.04.2012";"SkatePro ApS       23675";"-1.075,00";"27.359,32";"Udført";"Nej"
"10.04.2012";"labforum.dk        12141";"-897,00";"26.462,32";"Udført";"Nej"
"10.04.2012";"Irma Oslo Plads    61401";"-699,00";"25.763,32";"Udført";"Nej"
"10.04.2012";"Nespresso Danmark  42391";"-594,00";"25.169,32";"Udført";"Nej"
"11.04.2012";"VDK DKK     6,00";"-6,00";"25.163,32";"Udført";"Nej"
"11.04.2012";"VDK DKK    39,00";"-39,00";"25.124,32";"Udført";"Nej"
"11.04.2012";"Netto Sølvgade     12592";"-89,40";"25.034,92";"Udført";"Nej"
"12.04.2012";"Overførsel";"356,00";"25.390,92";"Udført";"Nej"
"12.04.2012";"Fashionistas ApS   16978";"-1.000,00";"24.390,92";"Udført";"Nej"
"12.04.2012";"Irma Oslo Plads    62376";"-270,00";"24.120,92";"Udført";"Nej"
"12.04.2012";"Paradis Trianglen  51966";"-63,00";"24.057,92";"Udført";"Nej"
"13.04.2012";"Lemontblanc        87896";"-201,00";"23.856,92";"Udført";"Nej"
"13.04.2012";"Candy Megastore Sw 72417";"-106,50";"23.750,42";"Udført";"Nej"
"13.04.2012";"FONA AFD. FS/110   46148";"-199,90";"23.550,52";"Udført";"Nej"
"16.04.2012";"Vedels             82485";"-136,00";"23.414,52";"Udført";"Nej"
"16.04.2012";"Magasin, Kgs Nytor 57845";"-80,00";"23.334,52";"Udført";"Nej"
"16.04.2012";"Magasin, Kgs Nytor 69828";"-430,00";"22.904,52";"Udført";"Nej"
"16.04.2012";"Morten Holm        37182";"-37,00";"22.867,52";"Udført";"Nej"
"16.04.2012";"MATAS - 14427      42438";"-219,85";"22.647,67";"Udført";"Nej"
"16.04.2012";"Hennes & Mauritz   92865";"-258,90";"22.388,77";"Udført";"Nej"
"16.04.2012";"Hennes & mauritz   36608";"-69,95";"22.318,82";"Udført";"Nej"
"16.04.2012";"iRep.DK            07496";"-400,00";"21.918,82";"Udført";"Nej"
"16.04.2012";"Rally Point Tactic 03582";"-599,00";"21.319,82";"Udført";"Nej"
"16.04.2012";"FONA AFD. FS/110   51471";"-89,95";"21.229,87";"Udført";"Nej"
"16.04.2012";"Magasin, Kgs Nytor 27812";"-359,00";"20.870,87";"Udført";"Nej"
"16.04.2012";"Magasin, Kgs Nytor 18112";"-300,00";"20.570,87";"Udført";"Nej"
"16.04.2012";"Irma Oslo Plads    80594";"-505,00";"20.065,87";"Udført";"Nej"
"16.04.2012";"Blockbuster Video  90597";"-303,72";"19.762,15";"Udført";"Nej"
"16.04.2012";"emmerys            41745";"-111,00";"19.651,15";"Udført";"Nej"
"16.04.2012";"Familieboden       07858";"-52,00";"19.599,15";"Udført";"Nej"
"16.04.2012";"FOCUS ØSTER FARIMA 23209";"-43,00";"19.556,15";"Udført";"Nej"
"16.04.2012";"FOCUS ØSTER FARIMA 23290";"-134,40";"19.421,75";"Udført";"Nej"
"16.04.2012";"SkatePro ApS       25556";"-437,00";"18.984,75";"Udført";"Nej"
"16.04.2012";"Tria Deli          28599";"-45,00";"18.939,75";"Udført";"Nej"
"16.04.2012";"Irma Oslo Plads    96158";"-333,00";"18.606,75";"Udført";"Nej"
"16.04.2012";"McDonald's         48868";"-31,00";"18.575,75";"Udført";"Nej"
"17.04.2012";"Automatudb. 3121-83 0351";"-500,00";"18.075,75";"Udført";"Nej"
"17.04.2012";"Irma Oslo Plads    98825";"-467,99";"17.607,76";"Udført";"Nej"
"18.04.2012";"Schantz Data A/S";"400,00";"18.007,76";"Udført";"Nej"
"18.04.2012";"Akasse/Fagligt ktg.";"1.358,00";"19.365,76";"Udført";"Nej"
"18.04.2012";"Paradis Trianglen  52469";"-200,00";"19.165,76";"Udført";"Nej"
"18.04.2012";"KBL";"-300,00";"18.865,76";"Udført";"Nej"
"18.04.2012";"FOCUS ØSTER FARIMA 24868";"-100,85";"18.764,91";"Udført";"Nej"
"18.04.2012";"PULCINELLA PIZZARI 40285";"-156,00";"18.608,91";"Udført";"Nej"
"18.04.2012";"www.detfrievalg.co 56970";"-63,10";"18.545,81";"Udført";"Nej"
"18.04.2012";"www.detfrievalg.co 57425";"-1.783,23";"16.762,58";"Udført";"Nej"
"18.04.2012";"www.detfrievalg.co 57837";"-128,58";"16.634,00";"Udført";"Nej"
"19.04.2012";"Irma Codanhus 2301 77693";"-72,00";"16.562,00";"Udført";"Nej"
"19.04.2012";"LABCPH             05780";"-350,00";"16.212,00";"Udført";"Nej"
"19.04.2012";"Irma Østerbrog.52  38720";"-342,50";"15.869,50";"Udført";"Nej"
"20.04.2012";"OVERSKYDENDE SKAT";"23.980,00";"39.849,50";"Udført";"Nej"
"20.04.2012";"Vedels             83515";"-42,00";"39.807,50";"Udført";"Nej"
"20.04.2012";"MATAS - 14420      89006";"-119,95";"39.687,55";"Udført";"Nej"
"20.04.2012";"Candy Megastore Sw 72823";"-100,00";"39.587,55";"Udført";"Nej"
"20.04.2012";"LABCPH             05821";"-599,00";"38.988,55";"Udført";"Nej"
"20.04.2012";"H & M              02875";"-139,80";"38.848,75";"Udført";"Nej"
"20.04.2012";"Lemontblanc        88696";"-156,00";"38.692,75";"Udført";"Nej"
"20.04.2012";"Shawarma ApS       44588";"-59,00";"38.633,75";"Udført";"Nej"
"20.04.2012";"Irma Nørre Voldg.  67802";"-172,50";"38.461,25";"Udført";"Nej"
"23.04.2012";"Reinh. van Hauen   35385";"-97,95";"38.363,30";"Udført";"Nej"
"23.04.2012";"APOTEKET TRIANGLEN 15880";"-199,25";"38.164,05";"Udført";"Nej"
"23.04.2012";"Parkering Kbh VB-B 35938";"-10,50";"38.153,55";"Udført";"Nej"
"23.04.2012";"Reinh. van Hauen   35353";"-104,75";"38.048,80";"Udført";"Nej"
"23.04.2012";"LEGETØJ A/B        83979";"-249,95";"37.798,85";"Udført";"Nej"
"23.04.2012";"Baresso Coffee A/S 84154";"-67,00";"37.731,85";"Udført";"Nej"
"23.04.2012";"Irma Oslo Plads    00936";"-688,75";"37.043,10";"Udført";"Nej"
"23.04.2012";"Irma Oslo Plads    44583";"-82,00";"36.961,10";"Udført";"Nej"
"23.04.2012";"Parkering Kbh IØ   28055";"-10,50";"36.950,60";"Udført";"Nej"
"23.04.2012";"Baresso Coffee A/S 84234";"-48,00";"36.902,60";"Udført";"Nej"
"23.04.2012";"IRMA RYESGADE 60   89461";"-408,00";"36.494,60";"Udført";"Nej"
"23.04.2012";"emmerys            44205";"-95,00";"36.399,60";"Udført";"Nej"
"23.04.2012";"Sølvtorvets Værktø 34263";"-95,00";"36.304,60";"Udført";"Nej"
"23.04.2012";"SkatePro ApS       27135";"-169,00";"36.135,60";"Udført";"Nej"
"23.04.2012";"labforum.dk        12318";"-999,00";"35.136,60";"Udført";"Nej"
"23.04.2012";"Irma Oslo Plads    97596";"-395,00";"34.741,60";"Udført";"Nej"
"24.04.2012";"VDK DKK    39,00";"-39,00";"34.702,60";"Udført";"Nej"
"24.04.2012";"Automatudb. 2115-3623";"-1.000,00";"33.702,60";"Udført";"Nej"
"24.04.2012";"Dag H              42717";"-229,50";"33.473,10";"Udført";"Nej"
"24.04.2012";"Irma Oslo Plads    68870";"-323,75";"33.149,35";"Udført";"Nej"
"24.04.2012";"Bonito I/S v/Björn  1764";"-847,00";"32.302,35";"Udført";"Nej"
"25.04.2012";"FOCUS ØSTER FARIMA 28438";"-53,95";"32.248,40";"Udført";"Nej"
"25.04.2012";"PULCINELLA PIZZARI 40504";"-204,00";"32.044,40";"Udført";"Nej"
"26.04.2012";"7-Eleven B 01      08628";"-32,95";"32.011,45";"Udført";"Nej"
"26.04.2012";"FOCUS ØSTER FARIMA 28796";"-27,00";"31.984,45";"Udført";"Nej"
"26.04.2012";"emmerys            45403";"-45,00";"31.939,45";"Udført";"Nej"
"26.04.2012";"Faraos Cigarer     04693";"-348,00";"31.591,45";"Udført";"Nej"
"26.04.2012";"Irma Nørre Voldg.  94906";"-375,50";"31.215,95";"Udført";"Nej"
"27.04.2012";"Dag H              44591";"-213,50";"31.002,45";"Udført";"Nej"
"27.04.2012";"Candy Megastore Sw 73175";"-48,00";"30.954,45";"Udført";"Nej"
"27.04.2012";"Summerbirg Chocola 51093";"-229,00";"30.725,45";"Udført";"Nej"
"27.04.2012";"H & M              48028";"-607,75";"30.117,70";"Udført";"Nej"
"27.04.2012";"Lemontblanc        89423";"-134,00";"29.983,70";"Udført";"Nej"
"27.04.2012";"Magasin, Kgs Nytor 20422";"-150,00";"29.833,70";"Udført";"Nej"
"27.04.2012";"Ovf. Skat - Jette";"7.275,00";"37.108,70";"Udført";"Nej"
"27.04.2012";"ZISAR HARIDREZZER  11690";"-420,00";"36.688,70";"Udført";"Nej"
"27.04.2012";"Efterlønspenge";"66.000,00";"102.688,70";"Udført";"Nej"
"27.04.2012";"Ovf. til Budget";"-10.000,00";"92.688,70";"Udført";"Nej"
"30.04.2012";"budget";"-20.000,00";"72.688,70";"Udført";"Nej"
"30.04.2012";"Lønoverførsel";"43.766,01";"116.454,71";"Udført";"Nej"
"30.04.2012";"FOCUS ØSTER FARIMA 29521";"-53,90";"116.400,81";"Udført";"Nej"
"30.04.2012";"Vedels             85001";"-48,00";"116.352,81";"Udført";"Nej"
"30.04.2012";"Bella Center A/S   73627";"-160,00";"116.192,81";"Udført";"Nej"
"30.04.2012";"onfone.dk          31131";"-50,00";"116.142,81";"Udført";"Nej"
"30.04.2012";"onfone.dk          63172";"-50,00";"116.092,81";"Udført";"Nej"
"30.04.2012";"emmerys            45992";"-139,00";"115.953,81";"Udført";"Nej"
"30.04.2012";"FRILUFTSLAND A/S   03055";"-698,00";"115.255,81";"Udført";"Nej"
"30.04.2012";"NEYE(40)-VIMMELSKA 68963";"-349,00";"114.906,81";"Udført";"Nej"
"30.04.2012";"SPORTMASTER VIMMEL 97745";"-450,00";"114.456,81";"Udført";"Nej"
"30.04.2012";"Magasin, Kgs Nytor 00285";"-5.000,00";"109.456,81";"Udført";"Nej"
"30.04.2012";"Irma Oslo Plads    04332";"-904,50";"108.552,31";"Udført";"Nej"
"30.04.2012";"FOCUS ØSTER FARIMA 30192";"-20,00";"108.532,31";"Udført";"Nej"
"30.04.2012";"Jarsbo & Juhl I/S  13953";"-25,00";"108.507,31";"Udført";"Nej"
"30.04.2012";"Paradis Trianglen  14538";"-60,00";"108.447,31";"Udført";"Nej"
"30.04.2012";"Baresso Coffee A/S 85979";"-96,00";"108.351,31";"Udført";"Nej"
"30.04.2012";"BYMAN CYKLERS EFTF 62313";"-90,00";"108.261,31";"Udført";"Nej"
"30.04.2012";"Irma Oslo Plads    87425";"-347,00";"107.914,31";"Udført";"Nej"
"30.04.2012";"Ovf. til konto";"80.000,00";"187.914,31";"Udført";"Nej"
"30.04.2012";"Indbetaling";"-100.000,00";"87.914,31";"Udført";"Nej"
"30.04.2012";"Ovf. til SPG - Dep.";"-48.000,00";"39.914,31";"Udført";"Nej"
"30.04.2012";"Ovf. til SPG";"-19.000,00";"20.914,31";"Udført";"Nej"
"01.05.2012";"Automatudb. 2104-0005";"-2.000,00";"18.914,31";"Udført";"Nej"
"01.05.2012";"VDK USD     9,99";"-57,19";"18.857,12";"Udført";"Nej"
"01.05.2012";"VDK DKK    99,00";"-99,00";"18.758,12";"Udført";"Nej"
"01.05.2012";"VDK DKK    99,00";"-99,00";"18.659,12";"Udført";"Nej"
"01.05.2012";"VDK DKK    49,00";"-49,00";"18.610,12";"Udført";"Nej"
"01.05.2012";"VDK DKK    18,00";"-18,00";"18.592,12";"Udført";"Nej"
"01.05.2012";"VDK DKK    99,00";"-99,00";"18.493,12";"Udført";"Nej"
"01.05.2012";"onfone.dk          95042";"-99,00";"18.394,12";"Udført";"Nej"
"01.05.2012";"Irma Oslo Plads    73376";"-364,24";"18.029,88";"Udført";"Nej"
"01.05.2012";"Irma Oslo Plads    46894";"-80,00";"17.949,88";"Udført";"Nej"
"02.05.2012";"Automatudb. 3121-83 4170";"-500,00";"17.449,88";"Udført";"Nej"
"02.05.2012";"interflora.dk      15976";"-495,00";"16.954,88";"Udført";"Nej"
"03.05.2012";"FOCUS ØSTER FARIMA 32512";"-79,90";"16.874,98";"Udført";"Nej"
"03.05.2012";"PHOTOGRAFICA       07618";"-75,00";"16.799,98";"Udført";"Nej"
"03.05.2012";"Irma Nørre Voldg.  96683";"-170,50";"16.629,48";"Udført";"Nej"
"07.05.2012";"Vedels             86015";"-88,00";"16.541,48";"Udført";"Nej"
"07.05.2012";"KØBMANDSGÅRDEN     66988";"-650,04";"15.891,44";"Udført";"Nej"
"07.05.2012";"LISELEJE BAGEREN A 43830";"-69,50";"15.821,94";"Udført";"Nej"
"07.05.2012";"Fakta 392          87319";"-284,80";"15.537,14";"Udført";"Nej"
"07.05.2012";"LISELEJE BAGEREN A 43990";"-142,50";"15.394,64";"Udført";"Nej"
"07.05.2012";"LISELEJE BAGEREN A 40429";"-149,00";"15.245,64";"Udført";"Nej"
"07.05.2012";"Irma Oslo Plads    89539";"-433,00";"14.812,64";"Udført";"Nej"
"07.05.2012";"Q8 Service - 8020  16763";"-44,90";"14.767,74";"Udført";"Nej"
"07.05.2012";"Q8 Service - 8020  81023";"-406,50";"14.361,24";"Udført";"Nej"
"07.05.2012";"Klub - færge";"-200,00";"14.161,24";"Udført";"Nej"
"07.05.2012";"Automatudb. 3121-83 5494";"-600,00";"13.561,24";"Udført";"Nej"
"07.05.2012";"LABCPH             06282";"-1.000,00";"12.561,24";"Udført";"Nej"
"07.05.2012";"Lemontblanc        90485";"-98,00";"12.463,24";"Udført";"Nej"
"07.05.2012";"Illum              03606";"-224,50";"12.238,74";"Udført";"Nej"
"07.05.2012";"Irma Oslo Plads    09004";"-474,00";"11.764,74";"Udført";"Nej"
"07.05.2012";"Parkering Kbh IØ   22653";"-15,50";"11.749,24";"Udført";"Nej"
"08.05.2012";"VDK USD    24,70";"-142,16";"11.607,08";"Udført";"Nej"
"08.05.2012";"VDK DKK    29,00";"-29,00";"11.578,08";"Udført";"Nej"
"08.05.2012";"VDK DKK    12,00";"-12,00";"11.566,08";"Udført";"Nej"
"08.05.2012";"Dag H              53552";"-326,00";"11.240,08";"Udført";"Nej"
"08.05.2012";"McDonald's         55185";"-238,50";"11.001,58";"Udført";"Nej"
"09.05.2012";"Vedels             86893";"-60,00";"10.941,58";"Udført";"Nej"
"09.05.2012";"Vedels             86895";"-32,00";"10.909,58";"Udført";"Nej"
"09.05.2012";"Parkering Kbh IØ   18604";"-5,50";"10.904,08";"Udført";"Nej"
"09.05.2012";"Irma Codanhus 2301 94736";"-300,00";"10.604,08";"Udført";"Nej"
"09.05.2012";"Lemontblanc        90720";"-156,00";"10.448,08";"Udført";"Nej"
"09.05.2012";"Irma 23021         92408";"-139,50";"10.308,58";"Udført";"Nej"
"09.05.2012";"Avero ApS          34520";"-6.970,00";"3.338,58";"Udført";"Nej"
"10.05.2012";"Magasin";"-1.300,00";"2.038,58";"Udført";"Nej"
"10.05.2012";"MINIMARKED         80043";"-40,00";"1.998,58";"Udført";"Nej"
"10.05.2012";"Magasin, Kgs Nytor 31096";"-199,00";"1.799,58";"Udført";"Nej"
"10.05.2012";"FONA AFD. FS/110   18795";"-199,95";"1.599,63";"Udført";"Nej"
"10.05.2012";"Irma 23021         93103";"-313,50";"1.286,13";"Udført";"Nej"
"10.05.2012";"Ovf. tilbage";"9.000,00";"10.286,13";"Udført";"Nej"
"10.05.2012";"gentofteswim.dk    10875";"-1.250,00";"9.036,13";"Udført";"Nej"
"11.05.2012";"VDK DKK   169,00";"-169,00";"8.867,13";"Udført";"Nej"
"11.05.2012";"Vedels             87196";"-48,00";"8.819,13";"Udført";"Nej"
"11.05.2012";"Reinh. van Hauen   40420";"-99,01";"8.720,12";"Udført";"Nej"
"11.05.2012";"emmerys            49848";"-80,00";"8.640,12";"Udført";"Nej"
"11.05.2012";"Irma Codanhus 2301 94652";"-183,00";"8.457,12";"Udført";"Nej"
"11.05.2012";"altfortalt.dk      58508";"-101,25";"8.355,87";"Udført";"Nej"
"11.05.2012";"Gebr. Heinemann    49936";"-256,00";"8.099,87";"Udført";"Nej"
"11.05.2012";"Starbucks T2       81558";"-72,00";"8.027,87";"Udført";"Nej"
"11.05.2012";"SØSTJERNEN         20729";"-75,00";"7.952,87";"Udført";"Nej"
"11.05.2012";"Lemontblanc        91055";"-156,00";"7.796,87";"Udført";"Nej"
"11.05.2012";"Candy Megastore Sw 67339";"-139,00";"7.657,87";"Udført";"Nej"
"11.05.2012";"onfone.dk          37123";"-50,00";"7.607,87";"Udført";"Nej"
"14.05.2012";"VAISENHUS APOTEK   98679";"-312,00";"7.295,87";"Udført";"Nej"
"14.05.2012";"Hennes & Mauritz   29286";"-343,75";"6.952,12";"Udført";"Nej"
"14.05.2012";"A. BUSCK, KBH      76537";"-559,75";"6.392,37";"Udført";"Nej"
"14.05.2012";"Monsson Accessoriz 60379";"-188,80";"6.203,57";"Udført";"Nej"
"14.05.2012";"Holms bager        26983";"-67,00";"6.136,57";"Udført";"Nej"
"14.05.2012";"Magasin, Kgs Nytor 40584";"-549,00";"5.587,57";"Udført";"Nej"
"14.05.2012";"Hælebaren, City A/ 72977";"-75,00";"5.512,57";"Udført";"Nej"
"14.05.2012";"SuperB Borgergade  62972";"-466,20";"5.046,37";"Udført";"Nej"
"14.05.2012";"Monsson Accessoriz 59121";"135,20";"5.181,57";"Udført";"Nej"
"14.05.2012";"Hennes & Mauritz   69811";"-79,95";"5.101,62";"Udført";"Nej"
"14.05.2012";"FOCUS ØSTER FARIMA 37546";"-73,85";"5.027,77";"Udført";"Nej"
"14.05.2012";"DSB Kastrup AUT    44434";"-145,00";"4.882,77";"Udført";"Nej"
"14.05.2012";"Quick Silver       38823";"-950,00";"3.932,77";"Udført";"Nej"
"14.05.2012";"Monsoon Accessoriz 54098";"-307,00";"3.625,77";"Udført";"Nej"
"14.05.2012";"H&M Hennes & Mauri 64956";"-705,85";"2.919,92";"Udført";"Nej"
"14.05.2012";"Familieboden       09261";"-57,00";"2.862,92";"Udført";"Nej"
"14.05.2012";"Netto Sølvgade     34082";"-210,41";"2.652,51";"Udført";"Nej"
"14.05.2012";"Taxa 4 X 35        13603";"-257,00";"2.395,51";"Udført";"Nej"
"14.05.2012";"Irma Nørre Voldg.  87755";"-168,00";"2.227,51";"Udført";"Nej"
"14.05.2012";"Faraos Cigarer     68095";"-448,00";"1.779,51";"Udført";"Nej"
"14.05.2012";"Blockbuster Video  96502";"-108,00";"1.671,51";"Udført";"Nej"
"15.05.2012";"VDK DKK    24,00";"-24,00";"1.647,51";"Udført";"Nej"
"15.05.2012";"VDK EUR    16,50";"-123,89";"1.523,62";"Udført";"Nej"
"15.05.2012";"VDK DKK    40,00";"-40,00";"1.483,62";"Udført";"Nej"
"15.05.2012";"Dag H              57980";"-820,00";"663,62";"Udført";"Nej"
"15.05.2012";"Morten Holm        03021";"-69,00";"594,62";"Udført";"Nej"
"15.05.2012";"FONA AFD. FS/110   19345";"-369,95";"224,67";"Udført";"Nej"
"15.05.2012";"FOCUS ØSTER FARIMA 38633";"-66,75";"157,92";"Udført";"Nej"
"15.05.2012";"Irma Codanhus 2301 41760";"-63,00";"94,92";"Udført";"Nej"
"16.05.2012";"VDK DKK    35,00";"-35,00";"59,92";"Udført";"Nej"
"16.05.2012";"Reinh. van Hauen   41884";"-28,85";"31,07";"Udført";"Nej"
"16.05.2012";"Irma Oslo Plads    14028";"-308,50";"-277,43";"Udført";"Nej"
"16.05.2012";"H&M Hennes & Mauri 03287";"-388,95";"-666,38";"Udført";"Nej"
"17.05.2012";"Mathilde-Lommepenge";"-1.000,00";"-1.666,38";"Udført";"Nej"
"17.05.2012";"Ovf. tilbage";"5.000,00";"3.333,62";"Udført";"Nej"
"21.05.2012";"Vedels             88281";"-90,00";"3.243,62";"Udført";"Nej"
"21.05.2012";"FOCUS ØSTER FARIMA 39348";"-35,00";"3.208,62";"Udført";"Nej"
"21.05.2012";"Familieboden       09387";"-50,00";"3.158,62";"Udført";"Nej"
"21.05.2012";"KØBMANDSGÅRDEN     67611";"-653,75";"2.504,87";"Udført";"Nej"
"21.05.2012";"KØBMANDSGÅRDEN     89460";"-33,45";"2.471,42";"Udført";"Nej"
"21.05.2012";"DSB 7-Eleven Øster 65813";"-219,95";"2.251,47";"Udført";"Nej"
"21.05.2012";"LISELEJE BAGEREN A 08214";"-130,00";"2.121,47";"Udført";"Nej"
"21.05.2012";"Fakta 392          96750";"-133,10";"1.988,37";"Udført";"Nej"
"21.05.2012";"KØBMANDSGÅRDEN     89813";"-288,12";"1.700,25";"Udført";"Nej"
"21.05.2012";"Lisestuens Isbar   18692";"-113,00";"1.587,25";"Udført";"Nej"
"21.05.2012";"LISELEJE BAGEREN A 41073";"-115,50";"1.471,75";"Udført";"Nej"
"21.05.2012";"Paradis Tisvildele 14910";"-132,00";"1.339,75";"Udført";"Nej"
"21.05.2012";"FOCUS ØSTER FARIMA 40775";"-98,00";"1.241,75";"Udført";"Nej"
"21.05.2012";"PULCINELLA PIZZARI 41158";"-154,00";"1.087,75";"Udført";"Nej"
"21.05.2012";"Vedels             88883";"-64,00";"1.023,75";"Udført";"Nej"
"21.05.2012";"IRMA RYESGADE 60   94073";"-367,00";"656,75";"Udført";"Nej"
"21.05.2012";"altfortalt.dk      58997";"-101,25";"555,50";"Udført";"Nej"
"21.05.2012";"Ikea - 121, ECO    71032";"-524,00";"31,50";"Udført";"Nej"
"21.05.2012";"MCDONALD'S FAMILIE 41862";"-109,50";"-78,00";"Udført";"Nej"
"21.05.2012";"MCDONALD'S FAMILIE 41864";"-9,00";"-87,00";"Udført";"Nej"
"21.05.2012";"PIZZAHUSET         94580";"-50,00";"-137,00";"Udført";"Nej"
"21.05.2012";"Paradis Trianglen  57263";"-90,00";"-227,00";"Udført";"Nej"
"21.05.2012";"FOCUS ØSTER FARIMA 42098";"-51,95";"-278,95";"Udført";"Nej"
"22.05.2012";"VDK DKK   465,01";"-465,01";"-743,96";"Udført";"Nej"
"22.05.2012";"FONA AFD. FS/110   61794";"-199,95";"-943,91";"Udført";"Nej"
"22.05.2012";"Irma 23021         00578";"-431,00";"-1.374,91";"Udført";"Nej"
"22.05.2012";"Paradis Trianglen  57431";"-60,00";"-1.434,91";"Udført";"Nej"
"22.05.2012";"FOCUS ØSTER FARIMA 42552";"-18,95";"-1.453,86";"Udført";"Nej"
"23.05.2012";"VDK DKK    49,00";"-49,00";"-1.502,86";"Udført";"Nej"
"23.05.2012";"Magasin, Kgs Nytor 37449";"-350,00";"-1.852,86";"Udført";"Nej"
"23.05.2012";"Lemontblanc        92239";"-129,00";"-1.981,86";"Udført";"Nej"
"23.05.2012";"McDonald's         57284";"-143,50";"-2.125,36";"Udført";"Nej"
"23.05.2012";"SuperB Borgergade  88223";"-298,85";"-2.424,21";"Udført";"Nej"
"24.05.2012";"Irma Oslo Plads    03020";"-97,50";"-2.521,71";"Udført";"Nej"
"24.05.2012";"FOCUS ØSTER FARIMA 43611";"-51,00";"-2.572,71";"Udført";"Nej"
"25.05.2012";"Dankort PH 2100 0377720";"-122,95";"-2.695,66";"Udført";"Nej"
"25.05.2012";"Lemontblanc        92420";"-77,00";"-2.772,66";"Udført";"Nej"
"25.05.2012";"Lemontblanc        92432";"-30,00";"-2.802,66";"Udført";"Nej"
"25.05.2012";"Paradis Trianglen  17230";"-200,00";"-3.002,66";"Udført";"Nej"
"25.05.2012";"MATAS - 14788      48716";"-946,85";"-3.949,51";"Udført";"Nej"
"25.05.2012";"FRILUFTSLAND A/S   04803";"-299,00";"-4.248,51";"Udført";"Nej"
"25.05.2012";"Pico               71455";"-50,00";"-4.298,51";"Udført";"Nej"
"25.05.2012";"Pico               05184";"-150,00";"-4.448,51";"Udført";"Nej"
"25.05.2012";"MIN SØSTERS BUTIK  41857";"-504,00";"-4.952,51";"Udført";"Nej"
"25.05.2012";"Faraos Cigarer     84358";"-139,00";"-5.091,51";"Udført";"Nej"
"25.05.2012";"FOCUS ØSTER FARIMA 44231";"-91,95";"-5.183,46";"Udført";"Nej"
"25.05.2012";"PULCINELLA PIZZARI 41323";"-348,00";"-5.531,46";"Udført";"Nej"
"25.05.2012";"Irma Oslo Plads    96354";"-432,50";"-5.963,96";"Udført";"Nej"
"29.05.2012";"SUPERBEST          15033";"-105,45";"-6.069,41";"Udført";"Nej"
"29.05.2012";"Shell Service-1189 19203";"-398,20";"-6.467,61";"Udført";"Nej"
"29.05.2012";"Vedels             89730";"-108,00";"-6.575,61";"Udført";"Nej"
"29.05.2012";"Arnold Busck/ Hels 87845";"-399,80";"-6.975,41";"Udført";"Nej"
"29.05.2012";"IRMA HELSINGE      49144";"-580,00";"-7.555,41";"Udført";"Nej"
"29.05.2012";"Jysk               20392";"-299,00";"-7.854,41";"Udført";"Nej"
"29.05.2012";"Lisestuens Isbar   19304";"-82,00";"-7.936,41";"Udført";"Nej"
"29.05.2012";"KØBMANDSGÅRDEN     57157";"-146,43";"-8.082,84";"Udført";"Nej"
"29.05.2012";"Bake House         25616";"-49,00";"-8.131,84";"Udført";"Nej"
"29.05.2012";"Super Spar         46320";"-50,15";"-8.181,99";"Udført";"Nej"
"29.05.2012";"LISELEJE BAGEREN A 08762";"-114,00";"-8.295,99";"Udført";"Nej"
"29.05.2012";"onfone.dk          60156";"-25,00";"-8.320,99";"Udført";"Nej"
"29.05.2012";"KØBMANDSGÅRDEN     57506";"-198,40";"-8.519,39";"Udført";"Nej"
"29.05.2012";"Bake House         51121";"-30,00";"-8.549,39";"Udført";"Nej"
"29.05.2012";"FOCUS ØSTER FARIMA 45835";"-49,00";"-8.598,39";"Udført";"Nej"
"29.05.2012";"CDON AB            52826";"-39,00";"-8.637,39";"Udført";"Nej"
"29.05.2012";"Reinh. van Hauen   44694";"-30,00";"-8.667,39";"Udført";"Nej"
"29.05.2012";"Vedels             90183";"-48,00";"-8.715,39";"Udført";"Nej"
"29.05.2012";"cafe sari          55193";"-54,00";"-8.769,39";"Udført";"Nej"
"29.05.2012";"Irma Oslo Plads    96948";"-522,50";"-9.291,89";"Udført";"Nej"
"30.05.2012";"VDK USD     9,99";"-60,10";"-9.351,99";"Udført";"Nej"
"30.05.2012";"VDK DKK     6,00";"-6,00";"-9.357,99";"Udført";"Nej"
"30.05.2012";"VDK DKK     6,00";"-6,00";"-9.363,99";"Udført";"Nej"
"30.05.2012";"VDK DKK  2699,00";"-2.699,00";"-12.062,99";"Udført";"Nej"
