"Dato";"Tekst";"Beløb";"Saldo";"Status";"Afstemt"
"02.07.2012";"McDonald's         71155";"-179,50";"8.317,25";"Udført";"Nej"
"02.07.2012";"Automatudb. 0400-6674";"-500,00";"7.817,25";"Udført";"Nej"
"02.07.2012";"VDK USD     9,99";"-60,75";"7.756,50";"Udført";"Nej"
"02.07.2012";"VDK USD    22,16";"-134,74";"7.621,76";"Udført";"Nej"
"02.07.2012";"VDK DKK    99,00";"-99,00";"7.522,76";"Udført";"Nej"
"02.07.2012";"Candy Megastore Sw 81656";"-141,50";"7.381,26";"Udført";"Nej"
"02.07.2012";"Player ApS         61108";"-400,00";"6.981,26";"Udført";"Nej"
"02.07.2012";"Faraos Cigarer     71232";"-530,00";"6.451,26";"Udført";"Nej"
"02.07.2012";"Faraos Cigarer     71253";"-701,00";"5.750,26";"Udført";"Nej"
"02.07.2012";"Lemontblanc        96426";"-181,00";"5.569,26";"Udført";"Nej"
"02.07.2012";"KØBMANDSGÅRDEN     75213";"-174,15";"5.395,11";"Udført";"Nej"
"02.07.2012";"LISELEJE BAGEREN A 49691";"-102,00";"5.293,11";"Udført";"Nej"
"02.07.2012";"onfone.dk          69829";"-123,75";"5.169,36";"Udført";"Nej"
"02.07.2012";"Shell Service      01746";"-334,19";"4.835,17";"Udført";"Nej"
"02.07.2012";"FOCUS ØSTER FARIMA 63587";"-231,25";"4.603,92";"Udført";"Nej"
"02.07.2012";"PULCINELLA PIZZARI 42460";"-154,00";"4.449,92";"Udført";"Nej"
"02.07.2012";"TV 2/DANMARK       19550";"-19,00";"4.430,92";"Udført";"Nej"
"02.07.2012";"Den Lille Butik    21152";"-53,00";"4.377,92";"Udført";"Nej"
"02.07.2012";"Monsson Accessoriz 11053";"-84,00";"4.293,92";"Udført";"Nej"
"02.07.2012";"Player ApS         61459";"-800,00";"3.493,92";"Udført";"Nej"
"02.07.2012";"BRUNO & JOEL       16574";"-900,00";"2.593,92";"Udført";"Nej"
"02.07.2012";"Irma Nørre Voldg.  10023";"-345,50";"2.248,42";"Udført";"Nej"
"03.07.2012";"VDK DKK    99,00";"-99,00";"2.149,42";"Udført";"Nej"
"03.07.2012";"7-Eleven B 21      69195";"-57,85";"2.091,57";"Udført";"Nej"
"03.07.2012";"Irma Codanhus 2301 33556";"-87,00";"2.004,57";"Udført";"Nej"
"03.07.2012";"CONDITORI LA GLACE 30171";"-694,00";"1.310,57";"Udført";"Nej"
"03.07.2012";"FOCUS ØSTER FARIMA 64316";"-110,50";"1.200,07";"Udført";"Nej"
"03.07.2012";"King tut pizza     55934";"-63,00";"1.137,07";"Udført";"Nej"
"03.07.2012";"McDonald's         70386";"-190,50";"946,57";"Udført";"Nej"
"04.07.2012";"Automatudb. 6737-2266";"-1.300,00";"-353,43";"Udført";"Nej"
"04.07.2012";"FOCUS ØSTER FARIMA 64857";"-98,45";"-451,88";"Udført";"Nej"
"04.07.2012";"Paradis Trianglen  63365";"-200,00";"-651,88";"Udført";"Nej"
"04.07.2012";"Irma Oslo Plads    47013";"-729,00";"-1.380,88";"Udført";"Nej"
"05.07.2012";"TDC Yousee         65393";"-39,70";"-1.420,58";"Udført";"Nej"
"05.07.2012";"VDK DKK   997,19";"-997,19";"-2.417,77";"Udført";"Nej"
"05.07.2012";"KILDESKOVSHALLEN   82719";"-150,00";"-2.567,77";"Udført";"Nej"
"05.07.2012";"Laviula Company Ap 17397";"-70,00";"-2.637,77";"Udført";"Nej"
"05.07.2012";"Shell Service-1173 02172";"-454,17";"-3.091,94";"Udført";"Nej"
"05.07.2012";"AMAGER-STRAND IS O 03502";"-50,00";"-3.141,94";"Udført";"Nej"
"05.07.2012";"Ovf. tilbage";"17.500,00";"14.358,06";"Udført";"Nej"
"05.07.2012";"Ovf. til SPG";"-1.000,00";"13.358,06";"Udført";"Nej"
"05.07.2012";"Byens Orientalske  60816";"-17,00";"13.341,06";"Udført";"Nej"
"05.07.2012";"Ovf. til Mathilde";"-500,00";"12.841,06";"Udført";"Nej"
"05.07.2012";"FOCUS ØSTER FARIMA 65451";"-78,45";"12.762,61";"Udført";"Nej"
"05.07.2012";"TDC Yousee         97634";"-39,70";"12.722,91";"Udført";"Nej"
"06.07.2012";"FONA AFD. FS/110   69782";"-184,85";"12.538,06";"Udført";"Nej"
"06.07.2012";"FONA AFD. FS/110   03432";"-179,95";"12.358,11";"Udført";"Nej"
"06.07.2012";"FONA AFD. FS/110   26688";"-249,00";"12.109,11";"Udført";"Nej"
"06.07.2012";"Morten Holm        01548";"-81,00";"12.028,11";"Udført";"Nej"
"06.07.2012";"Faraos Cigarer     71792";"-55,00";"11.973,11";"Udført";"Nej"
"06.07.2012";"LABCPH             07792";"-500,00";"11.473,11";"Udført";"Nej"
"06.07.2012";"Irma Codanhus 2301 04704";"-100,00";"11.373,11";"Udført";"Nej"
"06.07.2012";"Irma Codanhus 2301 35979";"-150,00";"11.223,11";"Udført";"Nej"
"06.07.2012";"FOCUS ØSTER FARIMA 65627";"-51,00";"11.172,11";"Udført";"Nej"
"06.07.2012";"Toscana Due        13130";"-168,00";"11.004,11";"Udført";"Nej"
"09.07.2012";"Sticks N Sushi     63531";"-187,00";"10.817,11";"Udført";"Nej"
"09.07.2012";"Englebørn          29099";"-349,00";"10.468,11";"Udført";"Nej"
"09.07.2012";"CARRE COPENHAGEN   17202";"-390,00";"10.078,11";"Udført";"Nej"
"09.07.2012";"Holms bager        40410";"-68,00";"10.010,11";"Udført";"Nej"
"09.07.2012";"Lemontblanc        97276";"-60,00";"9.950,11";"Udført";"Nej"
"09.07.2012";"Vedels             96605";"-52,00";"9.898,11";"Udført";"Nej"
"09.07.2012";"Sidewalk           20719";"-1.500,00";"8.398,11";"Udført";"Nej"
"09.07.2012";"Parkering Kbh VB-B 38223";"-7,50";"8.390,61";"Udført";"Nej"
"09.07.2012";"Shawarma ApS       88749";"-187,00";"8.203,61";"Udført";"Nej"
"09.07.2012";"Mcdonalds Fr.bergg 78490";"-30,00";"8.173,61";"Udført";"Nej"
"09.07.2012";"Illums Bolighus    00720";"-998,00";"7.175,61";"Udført";"Nej"
"09.07.2012";"Vedels             96664";"-108,00";"7.067,61";"Udført";"Nej"
"09.07.2012";"FOCUS ØSTER FARIMA 66167";"-9,95";"7.057,66";"Udført";"Nej"
"09.07.2012";"FOCUS ØSTER FARIMA 66349";"-22,00";"7.035,66";"Udført";"Nej"
"09.07.2012";"IRMA RYESGADE 60   42490";"-517,00";"6.518,66";"Udført";"Nej"
"09.07.2012";"emmerys            66252";"-124,50";"6.394,16";"Udført";"Nej"
"09.07.2012";"FOCUS ØSTER FARIMA 66768";"-54,90";"6.339,26";"Udført";"Nej"
"09.07.2012";"emmerys            66429";"-90,00";"6.249,26";"Udført";"Nej"
"09.07.2012";"Irma Østerbrog.52  25956";"-138,50";"6.110,76";"Udført";"Nej"
"09.07.2012";"ORION PIZZABAR     80497";"-76,00";"6.034,76";"Udført";"Nej"
"10.07.2012";"Automatudb. 2115-3862";"-1.000,00";"5.034,76";"Udført";"Nej"
"10.07.2012";"CONDITORI LA GLACE 48449";"-587,00";"4.447,76";"Udført";"Nej"
"10.07.2012";"FONA AFD. FS/110   74407";"-799,85";"3.647,91";"Udført";"Nej"
"10.07.2012";"Morten Holm        02698";"-37,00";"3.610,91";"Udført";"Nej"
"10.07.2012";"Noa Noa Østergade  26554";"-223,00";"3.387,91";"Udført";"Nej"
"10.07.2012";"Parkering Kbh IØ   25909";"-15,50";"3.372,41";"Udført";"Nej"
"11.07.2012";"VDK DKK    29,00";"-29,00";"3.343,41";"Udført";"Nej"
"11.07.2012";"Parkering Kbh IØ   24122";"-20,50";"3.322,91";"Udført";"Nej"
"11.07.2012";"Parkering Kbh IØ   25921";"-15,50";"3.307,41";"Udført";"Nej"
"11.07.2012";"Irma Oslo Plads    39596";"-1.121,50";"2.185,91";"Udført";"Nej"
"11.07.2012";"TIVOLI A/S         16312";"-1.950,00";"235,91";"Udført";"Nej"
"12.07.2012";"7-Eleven B 83      46429";"-126,50";"109,41";"Udført";"Nej"
"12.07.2012";"emmerys            67039";"-96,00";"13,41";"Udført";"Nej"
"12.07.2012";"Lagkagehuset Frede 19768";"-168,00";"-154,59";"Udført";"Nej"
"12.07.2012";"FOCUS ØSTER FARIMA 68085";"-56,35";"-210,94";"Udført";"Nej"
"12.07.2012";"GAMES WORKSHOP     61363";"-235,00";"-445,94";"Udført";"Nej"
"12.07.2012";"McDonald's         95154";"-326,50";"-772,44";"Udført";"Nej"
"13.07.2012";"KØBMANDSGÅRDEN     83358";"-620,25";"-1.392,69";"Udført";"Nej"
"16.07.2012";"LISELEJE BAGEREN A 09884";"-100,00";"-1.492,69";"Udført";"Nej"
"16.07.2012";"Q8 Service - 8060  24792";"-81,00";"-1.573,69";"Udført";"Nej"
"16.07.2012";"Noa Noa Østergade  27164";"-149,50";"-1.723,19";"Udført";"Nej"
"16.07.2012";"Noa Noa            60870";"-149,50";"-1.872,69";"Udført";"Nej"
"16.07.2012";"Magasin, Kgs Nytor 12427";"-300,00";"-2.172,69";"Udført";"Nej"
"16.07.2012";"IRMA RYESGADE 60   47514";"-240,50";"-2.413,19";"Udført";"Nej"
"16.07.2012";"Fiskeridirektorat  11478";"-200,00";"-2.613,19";"Udført";"Nej"
"16.07.2012";"Q8 Service - 8060  10200";"-532,81";"-3.146,00";"Udført";"Nej"
"16.07.2012";"FOCUS ØSTER FARIMA 69396";"-56,45";"-3.202,45";"Udført";"Nej"
"16.07.2012";"FOCUS ØSTER FARIMA 69599";"-73,20";"-3.275,65";"Udført";"Nej"
"16.07.2012";"Sticks N Sushi     84634";"-399,00";"-3.674,65";"Udført";"Nej"
"16.07.2012";"emmerys            68070";"-114,00";"-3.788,65";"Udført";"Nej"
"16.07.2012";"Jagt- og Fiskerima 29392";"-1.149,00";"-4.937,65";"Udført";"Nej"
"16.07.2012";"Noa Noa            54702";"149,50";"-4.788,15";"Udført";"Nej"
"16.07.2012";"Magasin, Kgs Nytor 21501";"-575,00";"-5.363,15";"Udført";"Nej"
"16.07.2012";"Morten Holm        04380";"-37,00";"-5.400,15";"Udført";"Nej"
"16.07.2012";"CINEMAXX FISKETORV 26994";"-119,75";"-5.519,90";"Udført";"Nej"
"16.07.2012";"Hennes & Mauritz A 91459";"-337,95";"-5.857,85";"Udført";"Nej"
"16.07.2012";"BAHNE FISKETORVET  35113";"-149,95";"-6.007,80";"Udført";"Nej"
"16.07.2012";"Fisketorvet Føtex  66595";"-425,92";"-6.433,72";"Udført";"Nej"
"17.07.2012";"Toscana Due        13877";"-80,00";"-6.513,72";"Udført";"Nej"
"17.07.2012";"E BILLET A/S       85161";"-266,72";"-6.780,44";"Udført";"Nej"
"17.07.2012";"Scandlines I/S Dan 17761";"-360,00";"-7.140,44";"Udført";"Nej"
"19.07.2012";"VDK SEK   136,00";"-118,88";"-7.259,32";"Udført";"Nej"
"19.07.2012";"Nespresso Danmark  77383";"-658,00";"-7.917,32";"Udført";"Nej"
"19.07.2012";"Lemontblanc        98492";"-60,00";"-7.977,32";"Udført";"Nej"
"19.07.2012";"The Bagel co.      25354";"-116,00";"-8.093,32";"Udført";"Nej"
"19.07.2012";"DSB NETBUTIK       31412";"-402,00";"-8.495,32";"Udført";"Nej"
"19.07.2012";"billetdk.dk        13790";"-759,21";"-9.254,53";"Udført";"Nej"
"20.07.2012";"VDK SEK   969,09";"-858,70";"-10.113,23";"Udført";"Nej"
"20.07.2012";"Taxa 4 X 35        16728";"-90,00";"-10.203,23";"Udført";"Nej"
"20.07.2012";"Reinh. van Hauen   56954";"-79,45";"-10.282,68";"Udført";"Nej"
"20.07.2012";"FOCUS ØSTER FARIMA 70835";"-39,90";"-10.322,58";"Udført";"Nej"
"20.07.2012";"GET OUT AND FISH A 15924";"-399,00";"-10.721,58";"Udført";"Nej"
"20.07.2012";"Jagt- og Fiskerima 29644";"-615,00";"-11.336,58";"Udført";"Nej"
"20.07.2012";"Irma Nørre Voldg.  40510";"-531,42";"-11.868,00";"Udført";"Nej"
"20.07.2012";"ROMA PIZZERIA      19877";"-158,00";"-12.026,00";"Udført";"Nej"
"20.07.2012";"FONA AFD. FS/110   74875";"-379,85";"-12.405,85";"Udført";"Nej"
"23.07.2012";"BURGER KING        70725";"-178,00";"-12.583,85";"Udført";"Nej"
"23.07.2012";"McDonald's         96125";"-168,50";"-12.752,35";"Udført";"Nej"
"23.07.2012";"FOCUS ØSTER FARIMA 71387";"-202,45";"-12.954,80";"Udført";"Nej"
"23.07.2012";"onfone.dk          16548";"-50,00";"-13.004,80";"Udført";"Nej"
"23.07.2012";"Parkering Kbh IØ   26323";"-10,50";"-13.015,30";"Udført";"Nej"
"23.07.2012";"Isbjerget Tivoli   68939";"-80,00";"-13.095,30";"Udført";"Nej"
"23.07.2012";"Svaneke Ismejeri & 06477";"-45,00";"-13.140,30";"Udført";"Nej"
"23.07.2012";"VDK DKK    39,00";"-39,00";"-13.179,30";"Udført";"Nej"
"23.07.2012";"Pigernes Verden V/ 15173";"-200,00";"-13.379,30";"Udført";"Nej"
"23.07.2012";"FRILUFTSLAND A/S   10481";"-158,00";"-13.537,30";"Udført";"Nej"
"23.07.2012";"Fuglsang & Co      11553";"-99,00";"-13.636,30";"Udført";"Nej"
"23.07.2012";"Faraos Cigarer     73228";"-509,00";"-14.145,30";"Udført";"Nej"
"23.07.2012";"Lemontblanc        98777";"-146,00";"-14.291,30";"Udført";"Nej"
"23.07.2012";"IRMA RYESGADE 60   54096";"-268,50";"-14.559,80";"Udført";"Nej"
"24.07.2012";"Svaneke Ismejeri & 06737";"-180,00";"-14.739,80";"Udført";"Nej"
"24.07.2012";"Paris";"-3.000,00";"-17.739,80";"Udført";"Nej"
"24.07.2012";"Den Glade Pingvin  05409";"-562,00";"-18.301,80";"Udført";"Nej"
"24.07.2012";"McDonald's         73858";"-254,00";"-18.555,80";"Udført";"Nej"
"25.07.2012";"Automatudb. 5501-1541";"-500,00";"-19.055,80";"Udført";"Nej"
"25.07.2012";"Shell Service-1520 07727";"-726,11";"-19.781,91";"Udført";"Nej"
"25.07.2012";"STOREBÆLT          47301";"-230,00";"-20.011,91";"Udført";"Nej"
"26.07.2012";"VDK DKK    18,00";"-18,00";"-20.029,91";"Udført";"Nej"
"26.07.2012";"STOREBÆLT          72222";"-230,00";"-20.259,91";"Udført";"Nej"
"27.07.2012";"McDonald's         58526";"-118,00";"-20.377,91";"Udført";"Nej"
"27.07.2012";"TDC Yousee         32295";"-39,70";"-20.417,61";"Udført";"Nej"
"27.07.2012";"Statoil - 10383    63301";"-809,14";"-21.226,75";"Udført";"Nej"
"27.07.2012";"7-Eleven B 15      37674";"-40,00";"-21.266,75";"Udført";"Nej"
"27.07.2012";"Sticks N Sushi     14515";"-227,00";"-21.493,75";"Udført";"Nej"
"27.07.2012";"Irma Østerbrog.52  30825";"-146,50";"-21.640,25";"Udført";"Nej"
"27.07.2012";"FOCUS ØSTER FARIMA 73316";"-57,95";"-21.698,20";"Udført";"Nej"
"27.07.2012";"Reinh. van Hauen   58116";"-92,61";"-21.790,81";"Udført";"Nej"
"27.07.2012";"H & M              64379";"-298,00";"-22.088,81";"Udført";"Nej"
"27.07.2012";"Delizia Pizza      26053";"-174,00";"-22.262,81";"Udført";"Nej"
"27.07.2012";"Candy Megastore Sw 91137";"-133,00";"-22.395,81";"Udført";"Nej"
"30.07.2012";"7-Eleven B 21      69295";"-18,95";"-22.414,76";"Udført";"Nej"
"30.07.2012";"onfone.dk          75881";"-25,00";"-22.439,76";"Udført";"Nej"
"30.07.2012";"Parkering Kbh IØ   78053";"-10,50";"-22.450,26";"Udført";"Nej"
"30.07.2012";"Hennes & Mauritz   48283";"-377,95";"-22.828,21";"Udført";"Nej"
"30.07.2012";"Lisbeth Dahl       58857";"-77,50";"-22.905,71";"Udført";"Nej"
"30.07.2012";"Faraos Cigarer     73716";"-23,00";"-22.928,71";"Udført";"Nej"
"30.07.2012";"Jagt- og Fiskerima 30002";"-238,00";"-23.166,71";"Udført";"Nej"
"30.07.2012";"Irma Nørre Voldg.  13328";"-428,50";"-23.595,21";"Udført";"Nej"
"30.07.2012";"Day                06261";"-329,70";"-23.924,91";"Udført";"Nej"
"30.07.2012";"Lemontblanc        99332";"-120,00";"-24.044,91";"Udført";"Nej"
"30.07.2012";"FOCUS ØSTER FARIMA 73993";"-91,45";"-24.136,36";"Udført";"Nej"
"30.07.2012";"Elgiganten 3031    89443";"-1.623,00";"-25.759,36";"Udført";"Nej"
"30.07.2012";"emmerys            70987";"-1,05";"-25.760,41";"Udført";"Nej"
"30.07.2012";"emmerys            70989";"-105,00";"-25.865,41";"Udført";"Nej"
"30.07.2012";"FOCUS ØSTER FARIMA 74208";"-49,30";"-25.914,71";"Udført";"Nej"
"30.07.2012";"IRMA RYESGADE 60   98315";"-279,50";"-26.194,21";"Udført";"Nej"
"30.07.2012";"Lån til SPG budget";"-18.000,00";"-44.194,21";"Udført";"Nej"
"30.07.2012";"Mormor's gave";"-1.000,00";"-45.194,21";"Udført";"Nej"
"30.07.2012";"VN45269";"-705,00";"-45.899,21";"Udført";"Nej"
"30.07.2012";"KBL";"-300,00";"-46.199,21";"Udført";"Nej"
"30.07.2012";"Nordisk Film Bio   06601";"-176,63";"-46.375,84";"Udført";"Nej"
"30.07.2012";"Imperial           10367";"-55,00";"-46.430,84";"Udført";"Nej"
"30.07.2012";"Day                06395";"-134,70";"-46.565,54";"Udført";"Nej"
"30.07.2012";"FONA AFD. FS/110   78510";"-199,80";"-46.765,34";"Udført";"Nej"
"30.07.2012";"Lemontblanc        99455";"-65,00";"-46.830,34";"Udført";"Nej"
"30.07.2012";"Irma Oslo Plads    47699";"-551,00";"-47.381,34";"Udført";"Nej"
"31.07.2012";"budget";"-20.000,00";"-67.381,34";"Udført";"Nej"
"31.07.2012";"Fluefisker Ulnits";"-100,00";"-67.481,34";"Udført";"Nej"
"31.07.2012";"VDK USD     9,99";"-61,57";"-67.542,91";"Udført";"Nej"
"31.07.2012";"VDK DKK    99,00";"-99,00";"-67.641,91";"Udført";"Nej"
"31.07.2012";"VDK DKK    99,00";"-99,00";"-67.740,91";"Udført";"Nej"
"31.07.2012";"Lønoverførsel";"31.537,14";"-36.203,77";"Udført";"Nej"
"31.07.2012";"Ovf. Jette løn";"40.000,00";"3.796,23";"Udført";"Nej"
"31.07.2012";"Børnepenge";"6.200,00";"9.996,23";"Udført";"Nej"
"31.07.2012";"Ovf. til budget";"-12.700,00";"-2.703,77";"Udført";"Nej"
"31.07.2012";"Lommepenge-Mathilde";"-500,00";"-3.203,77";"Udført";"Nej"
"31.07.2012";"Lommepenge-Jette";"-3.000,00";"-6.203,77";"Udført";"Nej"
"31.07.2012";"Lommepenge - Jon";"-3.000,00";"-9.203,77";"Udført";"Nej"
"31.07.2012";"Shell Service-1189 10575";"-391,84";"-9.595,61";"Udført";"Nej"
"31.07.2012";"Super Spar         72259";"-180,99";"-9.776,60";"Udført";"Nej"
"31.07.2012";"Mejeriforeningen   79646";"-385,00";"-10.161,60";"Udført";"Nej"
"31.07.2012";"Mejeriforeningen   80792";"-385,00";"-10.546,60";"Udført";"Nej"
"31.07.2012";"FDB Kvickly Freder 16772";"-664,15";"-11.210,75";"Udført";"Nej"
"01.08.2012";"TV 2/DANMARK       62072";"-19,00";"-11.229,75";"Udført";"Nej"
"01.08.2012";"onfone.dk          39024";"-123,75";"-11.353,50";"Udført";"Nej"
"01.08.2012";"Asserbo kiosk I/S  45568";"-143,00";"-11.496,50";"Udført";"Nej"
"01.08.2012";"KØBMANDSGÅRDEN     17909";"-560,25";"-12.056,75";"Udført";"Nej"
"02.08.2012";"VDK DKK    39,00";"-39,00";"-12.095,75";"Udført";"Nej"
"02.08.2012";"LISELEJE BAGEREN A 55277";"-138,00";"-12.233,75";"Udført";"Nej"
"02.08.2012";"Fakta 392          55684";"-246,35";"-12.480,10";"Udført";"Nej"
"02.08.2012";"KØBMANDSGÅRDEN     97306";"-382,37";"-12.862,47";"Udført";"Nej"
"03.08.2012";"VDK DKK    39,00";"-39,00";"-12.901,47";"Udført";"Nej"
"03.08.2012";"LISELEJE BAGEREN A 47687";"-40,00";"-12.941,47";"Udført";"Nej"
"03.08.2012";"Paradis Tisvildele 21289";"-200,00";"-13.141,47";"Udført";"Nej"
"03.08.2012";"Pink               04177";"-150,00";"-13.291,47";"Udført";"Nej"
"03.08.2012";"KØBMANDSGÅRDEN     18883";"-331,00";"-13.622,47";"Udført";"Nej"
"05.08.2012";"Ovf. tilbage";"5.000,00";"-8.622,47";"Udført";"Nej"
"06.08.2012";"LISELEJE BAGEREN A 55572";"-97,50";"-8.719,97";"Udført";"Nej"
"06.08.2012";"Copenhagen Histori 01493";"-320,00";"-9.039,97";"Udført";"Nej"
"06.08.2012";"Familieboden       14949";"-100,00";"-9.139,97";"Udført";"Nej"
"06.08.2012";"The Bagel co.      27029";"-116,00";"-9.255,97";"Udført";"Nej"
"06.08.2012";"Lemontblanc        00146";"-60,00";"-9.315,97";"Udført";"Nej"
"06.08.2012";"FOCUS ØSTER FARIMA 76822";"-64,40";"-9.380,37";"Udført";"Nej"
"06.08.2012";"Vedels             97171";"-90,00";"-9.470,37";"Udført";"Nej"
"06.08.2012";"Automatudb. 3121-83 4315";"-700,00";"-10.170,37";"Udført";"Nej"
"06.08.2012";"FOCUS ØSTER FARIMA 77359";"-114,35";"-10.284,72";"Udført";"Nej"
"06.08.2012";"McDonald's         22705";"-207,50";"-10.492,22";"Udført";"Nej"
"06.08.2012";"DSB 7-Eleven Øster 55929";"-160,95";"-10.653,17";"Udført";"Nej"
"06.08.2012";"onfone.dk          35280";"-100,00";"-10.753,17";"Udført";"Nej"
"06.08.2012";"emmerys            73016";"-71,00";"-10.824,17";"Udført";"Nej"
"06.08.2012";"FOCUS ØSTER FARIMA 77712";"-89,85";"-10.914,02";"Udført";"Nej"
"06.08.2012";"Irma Oslo Plads    51495";"-371,50";"-11.285,52";"Udført";"Nej"
"06.08.2012";"Toscana Due        15568";"-134,00";"-11.419,52";"Udført";"Nej"
"07.08.2012";"Reinh. van Hauen   60117";"-82,12";"-11.501,64";"Udført";"Nej"
"07.08.2012";"FOCUS ØSTER FARIMA 78118";"-53,95";"-11.555,59";"Udført";"Nej"
"07.08.2012";"Irma Oslo Plads    15845";"-359,84";"-11.915,43";"Udført";"Nej"
"08.08.2012";"VAISENHUS APOTEK   48873";"-172,00";"-12.087,43";"Udført";"Nej"
"08.08.2012";"A. BUSCK, KBH      65912";"-359,90";"-12.447,33";"Udført";"Nej"
"08.08.2012";"Lemontblanc        00437";"-139,00";"-12.586,33";"Udført";"Nej"
"08.08.2012";"Faraos Cigarer     43949";"-1.195,00";"-13.781,33";"Udført";"Nej"
"08.08.2012";"Games/Karrusella   36868";"-729,00";"-14.510,33";"Udført";"Nej"
"08.08.2012";"Irma Oslo Plads    16710";"-288,50";"-14.798,83";"Udført";"Nej"
"09.08.2012";"VDK DKK    39,00";"-39,00";"-14.837,83";"Udført";"Nej"
"09.08.2012";"onfone.dk          00500";"-50,00";"-14.887,83";"Udført";"Nej"
"09.08.2012";"SuperB Borgergade  06762";"-593,52";"-15.481,35";"Udført";"Nej"
"10.08.2012";"KØBMANDSGÅRDEN     02344";"-573,85";"-16.055,20";"Udført";"Nej"
"13.08.2012";"LISELEJE BAGEREN A 48484";"-119,00";"-16.174,20";"Udført";"Nej"
"13.08.2012";"Imerco Frederiksvæ 95679";"-71,90";"-16.246,10";"Udført";"Nej"
"13.08.2012";"Bog og Ide         15111";"-399,95";"-16.646,05";"Udført";"Nej"
"13.08.2012";"Bog og Ide         15113";"-139,85";"-16.785,90";"Udført";"Nej"
"13.08.2012";"Lisestuens Isbar   03392";"-122,50";"-16.908,40";"Udført";"Nej"
"13.08.2012";"HØRSHOLM ISENKRAM  19310";"-5.610,00";"-22.518,40";"Udført";"Nej"
"13.08.2012";"IRMA HELSINGE      81038";"-389,00";"-22.907,40";"Udført";"Nej"
"13.08.2012";"7-Eleven B 417     06375";"-512,21";"-23.419,61";"Udført";"Nej"
"13.08.2012";"Shawarma ApS       08225";"-128,00";"-23.547,61";"Udført";"Nej"
"13.08.2012";"Mcdonalds Fr.bergg 88768";"-130,50";"-23.678,11";"Udført";"Nej"
"13.08.2012";"TIVOLI A/S         44285";"-294,00";"-23.972,11";"Udført";"Nej"
"13.08.2012";"Solsikken          10501";"-60,00";"-24.032,11";"Udført";"Nej"
"13.08.2012";"Solsikken          10507";"-60,00";"-24.092,11";"Udført";"Nej"
"13.08.2012";"Dankort PH 1000 0667831";"-91,95";"-24.184,06";"Udført";"Nej"
"13.08.2012";"MULBERRY           07693";"-100,00";"-24.284,06";"Udført";"Nej"
"13.08.2012";"Irma Nørre Voldg.  59525";"-419,72";"-24.703,78";"Udført";"Nej"
"14.08.2012";"VDK DKK   555,00";"-555,00";"-25.258,78";"Udført";"Nej"
"14.08.2012";"VDK DKK    39,00";"-39,00";"-25.297,78";"Udført";"Nej"
"14.08.2012";"Irma Oslo Plads    17418";"-546,00";"-25.843,78";"Udført";"Nej"
"15.08.2012";"Schantz Data A/S";"1.924,00";"-23.919,78";"Udført";"Nej"
"15.08.2012";"Dag H              23769";"-1.000,00";"-24.919,78";"Udført";"Nej"
"15.08.2012";"KAZA A/S           82555";"-135,00";"-25.054,78";"Udført";"Nej"
"15.08.2012";"Reinh. van Hauen   61875";"-42,95";"-25.097,73";"Udført";"Nej"
"15.08.2012";"PIZZAHUSET         36704";"-165,00";"-25.262,73";"Udført";"Nej"
"15.08.2012";"LABCPH             08937";"-599,00";"-25.861,73";"Udført";"Nej"
"15.08.2012";"FOCUS ØSTER FARIMA 82011";"-186,35";"-26.048,08";"Udført";"Nej"
"16.08.2012";"VDK DKK  1360,00";"-1.360,00";"-27.408,08";"Udført";"Nej"
"16.08.2012";"7-Eleven B 21      75754";"-76,00";"-27.484,08";"Udført";"Nej"
"16.08.2012";"Irma Codanhus 2301 61166";"-36,50";"-27.520,58";"Udført";"Nej"
"16.08.2012";"Corner Shop v/Vari 42951";"-70,00";"-27.590,58";"Udført";"Nej"
"16.08.2012";"Irma Oslo Plads    49992";"-261,00";"-27.851,58";"Udført";"Nej"
"16.08.2012";"TRIANGEL HÆLEBAR   23050";"-62,00";"-27.913,58";"Udført";"Nej"
"16.08.2012";"FOCUS ØSTER FARIMA 82474";"-85,90";"-27.999,48";"Udført";"Nej"
"17.08.2012";"Lemontblanc        01623";"-156,00";"-28.155,48";"Udført";"Nej"
"17.08.2012";"Candy Megastore Sw 98168";"-129,00";"-28.284,48";"Udført";"Nej"
"17.08.2012";"Q8 Service - 8060  25666";"-46,95";"-28.331,43";"Udført";"Nej"
"20.08.2012";"Q8 Service - 8060  38339";"-438,51";"-28.769,94";"Udført";"Nej"
"20.08.2012";"LISELEJE BAGEREN A 49040";"-97,00";"-28.866,94";"Udført";"Nej"
"20.08.2012";"Fakta 392          68589";"-52,90";"-28.919,84";"Udført";"Nej"
"20.08.2012";"STARK Frederiksvær 09693";"-541,65";"-29.461,49";"Udført";"Nej"
"20.08.2012";"FDB Kvickly Freder 22768";"-1.019,78";"-30.481,27";"Udført";"Nej"
"20.08.2012";"FDB Kvickly Freder 03878";"-82,00";"-30.563,27";"Udført";"Nej"
"20.08.2012";"LISELEJE BAGEREN A 57878";"-105,00";"-30.668,27";"Udført";"Nej"
"20.08.2012";"IRMA RYESGADE 60   99846";"-102,00";"-30.770,27";"Udført";"Nej"
"20.08.2012";"Netto Havnestaden  57479";"-386,00";"-31.156,27";"Udført";"Nej"
"20.08.2012";"Irma Oslo Plads    58312";"-500,50";"-31.656,77";"Udført";"Nej"
